Name,Status,Position,Nation,Age,Rating,Playstyle,Market Value,Window Signed,Loaned/Transferred From,Loan Length,Contracted Team,PositionOrder
Rafael Brito,The Draft,DMF,Portugal,23.0,70.0,Anchor Man,8000000,,,,,3.0
Rui Pires,The Draft,DMF,Portugal,27.0,70.0,Anchor Man,7600000,,,,,3.0
Ryan Leonard,The Draft,DMF,England,33.0,70.0,Anchor Man,3600000,,,,,3.0
Sebastián Pérez,The Draft,DMF,Colombia,32.0,70.0,Anchor Man,4400000,,,,,3.0
Shunta Tanaka,The Draft,DMF,Japan,28.0,70.0,Anchor Man,7600000,,,,,3.0
So Kawahara,The Draft,DMF,Japan,27.0,70.0,Anchor Man,7600000,,,,,3.0
Tom van de Looi,The Draft,DMF,Netherlands,26.0,70.0,Anchor Man,7600000,,,,,3.0
Tyler Gibson,The Draft,DMF,United States,34.0,70.0,Anchor Man,2000000,,,,,3.0
Ufuk Akyol,The Draft,DMF,Türkiye,28.0,70.0,Anchor Man,7600000,,,,,3.0
Victor Bobsin,The Draft,DMF,Brazil,25.0,70.0,Anchor Man,7600000,,,,,3.0
Víctor Mejía,The Draft,DMF,Colombia,32.0,70.0,Anchor Man,4400000,,,,,3.0
Will Vaulks,The Draft,DMF,Wales,32.0,70.0,Anchor Man,4400000,,,,,3.0
Aiden O'Neill,The Draft,DMF,Australia,27.0,70.0,Box-to-Box,7600000,,,,,3.0
Andrés Perea,The Draft,DMF,United States,25.0,70.0,Box-to-Box,7600000,,,,,3.0
César Fuentes,The Draft,DMF,Chile,32.0,70.0,Box-to-Box,4400000,,,,,3.0
Daniel Edelman,The Draft,DMF,United States,22.0,70.0,Box-to-Box,8200000,,,,,3.0
Deybi Flores,The Draft,DMF,Honduras,29.0,70.0,Box-to-Box,7600000,,,,,3.0
Doğucan Haspolat,The Draft,DMF,Türkiye,25.0,70.0,Box-to-Box,7600000,,,,,3.0
Emil Bohinen,The Draft,DMF,Norway,26.0,70.0,Box-to-Box,7600000,,,,,3.0
Evert Linthorst,The Draft,DMF,Netherlands,25.0,70.0,Box-to-Box,7600000,,,,,3.0
H. Van der Bruggen,The Draft,DMF,Belgium,32.0,70.0,Box-to-Box,4400000,,,,,3.0
Houssou Landry,The Draft,DMF,Côte d'Ivoire,25.0,70.0,Box-to-Box,7600000,,,,,3.0
Kervin Arriaga,The Draft,DMF,Honduras,27.0,70.0,Box-to-Box,7600000,,,,,3.0
Lautaro Ríos,The Draft,DMF,Argentina,25.0,70.0,Box-to-Box,7600000,,,,,3.0
Luuk Brouwers,The Draft,DMF,Netherlands,27.0,70.0,Box-to-Box,7600000,,,,,3.0
Malthe Højholt,The Draft,DMF,Denmark,24.0,70.0,Box-to-Box,7800000,,,,,3.0
Mobi Fehr,The Draft,DMF,United States,31.0,70.0,Box-to-Box,5600000,,,,,3.0
Neta Lavi,The Draft,DMF,Israel,29.0,70.0,Box-to-Box,7600000,,,,,3.0
Nicky Beloko,The Draft,DMF,Switzerland,25.0,70.0,Box-to-Box,7600000,,,,,3.0
Nikola Petković,The Draft,DMF,Serbia,22.0,70.0,Box-to-Box,8200000,,,,,3.0
Ronaldo,The Draft,DMF,Brazil,35.0,70.0,Box-to-Box,2000000,,,,,3.0
Tristan Muyumba,The Draft,DMF,France,28.0,70.0,Box-to-Box,7600000,,,,,3.0
Mahamadou Susoho,The Draft,DMF,Spain,20.0,70.0,Destroyer,10600000,,,,,3.0
Dylan Louiserre,The Draft,DMF,France,30.0,70.0,Orchestrator,7200000,,,,,3.0
Facundo Bernal,The Draft,DMF,Uruguay,22.0,70.0,Orchestrator,8200000,,,,,3.0
Giacomo Calò,The Draft,DMF,Italy,28.0,70.0,Orchestrator,7600000,,,,,3.0
Harib Al Saadi,The Draft,DMF,Oman,35.0,70.0,Orchestrator,2000000,,,,,3.0
Hotaru Yamaguchi,The Draft,DMF,Japan,35.0,70.0,Orchestrator,2000000,,,,,3.0
Jaime Alvarado,The Draft,DMF,Colombia,26.0,70.0,Orchestrator,7600000,,,,,3.0
José Ángel Jurado,The Draft,DMF,Spain,33.0,70.0,Orchestrator,3600000,,,,,3.0
Kei Chinen,The Draft,DMF,Japan,30.0,70.0,Orchestrator,7200000,,,,,3.0
Kylian Kaïboué,The Draft,DMF,France,27.0,70.0,Orchestrator,7600000,,,,,3.0
Lennard Hartjes,The Draft,DMF,Netherlands,22.0,70.0,Orchestrator,8200000,,,,,3.0
Luca Palmiero,The Draft,DMF,Italy,29.0,70.0,Orchestrator,7600000,,,,,3.0
Marc Aguado,The Draft,DMF,Spain,25.0,70.0,Orchestrator,7600000,,,,,3.0
Marco Pompetti,The Draft,DMF,Italy,25.0,70.0,Orchestrator,7600000,,,,,3.0
Mario Martín,The Draft,DMF,Spain,21.0,70.0,Orchestrator,8400000,,,,,3.0
Marlon Pack,The Draft,DMF,England,34.0,70.0,Orchestrator,2000000,,,,,3.0
Michal Sadílek,The Draft,DMF,Czechia,26.0,70.0,Orchestrator,7600000,,,,,3.0
Nicolai Poulsen,The Draft,DMF,Denmark,32.0,70.0,Orchestrator,4400000,,,,,3.0
Satoshi Tanaka,The Draft,DMF,Japan,23.0,70.0,Orchestrator,8000000,,,,,3.0
Sebastián Guzmán,The Draft,DMF,Colombia,28.0,70.0,Orchestrator,7600000,,,,,3.0
Toby Collyer,The Draft,DMF,England,21.0,70.0,Orchestrator,8400000,,,,,3.0
Wang Shangyuan,The Draft,DMF,China PR,32.0,70.0,Orchestrator,4400000,,,,,3.0
Agustín Nadruz,The Draft,DMF,Uruguay,29.0,70.0,The Destroyer,7600000,,,,,3.0
Amir Abrashi,The Draft,DMF,Albania,35.0,70.0,The Destroyer,2000000,,,,,3.0
André Biyogo Poko,The Draft,DMF,Gabon,32.0,70.0,The Destroyer,4400000,,,,,3.0
Andy Halliday,The Draft,DMF,Scotland,34.0,70.0,The Destroyer,2000000,,,,,3.0
Bolu Akinyode,The Draft,DMF,Nigeria,31.0,70.0,The Destroyer,5600000,,,,,3.0
Cameron Devlin,The Draft,DMF,Australia,27.0,70.0,The Destroyer,7600000,,,,,3.0
Cristian Trujillo,The Draft,DMF,Colombia,27.0,70.0,The Destroyer,7600000,,,,,3.0
David Douline,The Draft,DMF,France,32.0,70.0,The Destroyer,4400000,,,,,3.0
Ebrima Darboe,The Draft,DMF,The Gambia,24.0,70.0,The Destroyer,7800000,,,,,3.0
Elián Giménez,The Draft,DMF,Argentina,21.0,70.0,The Destroyer,8400000,,,,,3.0
Franco Leys,The Draft,DMF,Argentina,32.0,70.0,The Destroyer,4400000,,,,,3.0
Guillermo Celis,The Draft,DMF,Colombia,32.0,70.0,The Destroyer,4400000,,,,,3.0
Igor Jesus,The Draft,DMF,Brazil,22.0,70.0,The Destroyer,8200000,,,,,3.0
Iván Rojas,The Draft,DMF,Colombia,28.0,70.0,The Destroyer,7600000,,,,,3.0
Joan Castro,The Draft,DMF,Colombia,28.0,70.0,The Destroyer,7600000,,,,,3.0
Joel Chima Fujita,The Draft,DMF,Japan,23.0,70.0,The Destroyer,8000000,,,,,3.0
Joey Pelupessy,The Draft,DMF,Indonesia,32.0,70.0,The Destroyer,4400000,,,,,3.0
Juan Ríos,The Draft,DMF,Colombia,34.0,70.0,The Destroyer,2000000,,,,,3.0
Kei Koizumi,The Draft,DMF,Japan,30.0,70.0,The Destroyer,7200000,,,,,3.0
Keiya Shiihashi,The Draft,DMF,Japan,28.0,70.0,The Destroyer,7600000,,,,,3.0
Miguel Atienza,The Draft,DMF,Spain,26.0,70.0,The Destroyer,7600000,,,,,3.0
Oliver Abildgaard,The Draft,DMF,Denmark,29.0,70.0,The Destroyer,7600000,,,,,3.0
Onur Ergün,The Draft,DMF,Türkiye,33.0,70.0,The Destroyer,3600000,,,,,3.0
Peru Nolaskoain,The Draft,DMF,Spain,27.0,70.0,The Destroyer,7600000,,,,,3.0
Richardson,The Draft,DMF,Brazil,34.0,70.0,The Destroyer,2000000,,,,,3.0
Santiago Naveda,The Draft,DMF,Mexico,24.0,70.0,The Destroyer,7800000,,,,,3.0
Sivert Heltne Nilsen,The Draft,DMF,Norway,34.0,70.0,The Destroyer,2000000,,,,,3.0
Takahiro Ohgihara,The Draft,DMF,Japan,34.0,70.0,The Destroyer,2000000,,,,,3.0
Thomas Monconduit,The Draft,DMF,France,34.0,70.0,The Destroyer,2000000,,,,,3.0
Unai Elgezabal,The Draft,DMF,Spain,32.0,70.0,The Destroyer,4400000,,,,,3.0
Yeison Gordillo,The Draft,DMF,Colombia,33.0,70.0,The Destroyer,3600000,,,,,3.0
Ylber Ramadani,The Draft,DMF,Albania,29.0,70.0,The Destroyer,7600000,,,,,3.0
Zé Welison,The Draft,DMF,Brazil,30.0,70.0,The Destroyer,7200000,,,,,3.0
Adrian Șut,The Draft,DMF,Romania,26.0,71.0,Anchor Man,10500000,,,,,3.0
Adrian Zeljković,The Draft,DMF,Slovenia,23.0,71.0,Anchor Man,11000000,,,,,3.0
Adriano Firmino,The Draft,DMF,Brazil,26.0,71.0,Anchor Man,10500000,,,,,3.0
Agustín Farías,The Draft,DMF,Argentina,38.0,71.0,Anchor Man,2000000,,,,,3.0
Carlos Benavídez,The Draft,DMF,Uruguay,27.0,71.0,Anchor Man,10500000,,,,,3.0
Charis Kyriakou,The Draft,DMF,Cyprus,30.0,71.0,Anchor Man,10000000,,,,,3.0
Edwin Cerrillo,The Draft,DMF,United States,25.0,71.0,Anchor Man,10500000,,,,,3.0
Elisha Owusu,The Draft,DMF,Ghana,28.0,71.0,Anchor Man,10500000,,,,,3.0
Emmanuel Ojeda,The Draft,DMF,Argentina,28.0,71.0,Anchor Man,10500000,,,,,3.0
Fabio Gerli,The Draft,DMF,Italy,29.0,71.0,Anchor Man,10500000,,,,,3.0
Gabriel Moscardo,The Draft,DMF,Brazil,20.0,71.0,Anchor Man,12500000,,,,,3.0
Gaël Ondoua,The Draft,DMF,Cameroon,30.0,71.0,Anchor Man,10000000,,,,,3.0
George Dobson,The Draft,DMF,England,28.0,71.0,Anchor Man,10500000,,,,,3.0
Gonzalo Freitas,The Draft,DMF,Uruguay,34.0,71.0,Anchor Man,3000000,,,,,3.0
Han Kook-Young,The Draft,DMF,Korea Republic,35.0,71.0,Anchor Man,2000000,,,,,3.0
Ilie Sánchez,The Draft,DMF,Spain,35.0,71.0,Anchor Man,2000000,,,,,3.0
Jani Atanasov,The Draft,DMF,North Macedonia,26.0,71.0,Anchor Man,10500000,,,,,3.0
Jon Gorenc Stankovič,The Draft,DMF,Slovenia,29.0,71.0,Anchor Man,10500000,,,,,3.0
Jon Gorrotxategi,The Draft,DMF,Spain,23.0,71.0,Anchor Man,11000000,,,,,3.0
Jordy Clasie,The Draft,DMF,Netherlands,34.0,71.0,Anchor Man,3000000,,,,,3.0
Josef de Souza,The Draft,DMF,Brazil,36.0,71.0,Anchor Man,2000000,,,,,3.0
Julián López,The Draft,DMF,Argentina,25.0,71.0,Anchor Man,10500000,,,,,3.0
Jung Woo-Young,The Draft,DMF,Korea Republic,36.0,71.0,Anchor Man,2000000,,,,,3.0
Júnior Moreno,The Draft,DMF,Venezuela,32.0,71.0,Anchor Man,6500000,,,,,3.0
Kenny McLean,The Draft,DMF,Scotland,33.0,71.0,Anchor Man,5500000,,,,,3.0
Kevin Vázquez,The Draft,DMF,Argentina,24.0,71.0,Anchor Man,10750000,,,,,3.0
Kostakis Artymatas,The Draft,DMF,Cyprus,32.0,71.0,Anchor Man,6500000,,,,,3.0
Krystian Bielik,The Draft,DMF,Poland,27.0,71.0,Anchor Man,10500000,,,,,3.0
Kwasi Sibo,The Draft,DMF,Ghana,27.0,71.0,Anchor Man,10500000,,,,,3.0
Mandela Keita,The Draft,DMF,Belgium,23.0,71.0,Anchor Man,11000000,,,,,3.0
Manolis Siopis,The Draft,DMF,Greece,31.0,71.0,Anchor Man,8000000,,,,,3.0
Manuel García,The Draft,DMF,Argentina,26.0,71.0,Anchor Man,10500000,,,,,3.0
Marco Kana,The Draft,DMF,Belgium,23.0,71.0,Anchor Man,11000000,,,,,3.0
Martín Río,The Draft,DMF,Argentina,24.0,71.0,Anchor Man,10750000,,,,,3.0
Massimo Luongo,The Draft,DMF,Australia,33.0,71.0,Anchor Man,5500000,,,,,3.0
Melle Meulensteen,The Draft,DMF,Netherlands,26.0,71.0,Anchor Man,10500000,,,,,3.0
Milad Sarlak,The Draft,DMF,IR Iran,30.0,71.0,Anchor Man,10000000,,,,,3.0
Nasser Al Dawsari,The Draft,DMF,Saudi Arabia,27.0,71.0,Anchor Man,10500000,,,,,3.0
Park Yong-Woo,The Draft,DMF,Korea Republic,32.0,71.0,Anchor Man,6500000,,,,,3.0
Samuel Gustafson,The Draft,DMF,Sweden,30.0,71.0,Anchor Man,10000000,,,,,3.0
Sandro Lauper,The Draft,DMF,Switzerland,29.0,71.0,Anchor Man,10500000,,,,,3.0
Sondre Tronstad,The Draft,DMF,Norway,30.0,71.0,Anchor Man,10000000,,,,,3.0
Soungoutou Magassa,The Draft,DMF,France,22.0,71.0,Anchor Man,11250000,,,,,3.0
Stanko Jurić,The Draft,DMF,Croatia,29.0,71.0,Anchor Man,10500000,,,,,3.0
Urko González,The Draft,DMF,Spain,24.0,71.0,Anchor Man,10750000,,,,,3.0
Ashley Westwood,The Draft,DMF,England,35.0,71.0,Box-to-Box,2000000,,,,,3.0
Besard Šabović,The Draft,DMF,Sweden,27.0,71.0,Box-to-Box,10500000,,,,,3.0
Dor Peretz,The Draft,DMF,Israel,30.0,71.0,Box-to-Box,10000000,,,,,3.0
Odiljon Hamrobekov,The Draft,DMF,Uzbekistan,29.0,71.0,Box-to-Box,10500000,,,,,3.0
Rayan Raveloson,The Draft,DMF,Madagascar,28.0,71.0,Box-to-Box,10500000,,,,,3.0
Zhang Jiaqi,The Draft,DMF,China PR,34.0,71.0,Box-to-Box,3000000,,,,,3.0
Barreto,The Draft,DMF,Brazil,30.0,71.0,Orchestrator,10000000,,,,,3.0
Benjamín Berríos,The Draft,DMF,Chile,27.0,71.0,Orchestrator,10500000,,,,,3.0
Florian Tardieu,The Draft,DMF,France,33.0,71.0,Orchestrator,5500000,,,,,3.0
Iker Undabarrena,The Draft,DMF,Spain,30.0,71.0,Orchestrator,10000000,,,,,3.0
Johan Gastien,The Draft,DMF,France,37.0,71.0,Orchestrator,2000000,,,,,3.0
Jonathan Varane,The Draft,DMF,France,24.0,71.0,Orchestrator,10750000,,,,,3.0
Marco Ilaimaharitra,The Draft,DMF,Madagascar,30.0,71.0,Orchestrator,10000000,,,,,3.0
Michele Castagnetti,The Draft,DMF,Italy,36.0,71.0,Orchestrator,2000000,,,,,3.0
Nicolás Fonseca,The Draft,DMF,Uruguay,27.0,71.0,Orchestrator,10500000,,,,,3.0
Oberdan,The Draft,DMF,Brazil,30.0,71.0,Orchestrator,10000000,,,,,3.0
Pol Lozano,The Draft,DMF,Spain,26.0,71.0,Orchestrator,10500000,,,,,3.0
Ricardo Ryller,The Draft,DMF,Brazil,31.0,71.0,Orchestrator,8000000,,,,,3.0
Robert Mejía,The Draft,DMF,Colombia,25.0,71.0,Orchestrator,10500000,,,,,3.0
Takuya Kida,The Draft,DMF,Japan,31.0,71.0,Orchestrator,8000000,,,,,3.0
Ádám Nagy,The Draft,DMF,Hungary,30.0,71.0,The Destroyer,10000000,,,,,3.0
Claudio Gomes,The Draft,DMF,France,25.0,71.0,The Destroyer,10500000,,,,,3.0
Dan Glazer,The Draft,DMF,Israel,29.0,71.0,The Destroyer,10500000,,,,,3.0
Dardo Miloc,The Draft,DMF,Argentina,35.0,71.0,The Destroyer,2000000,,,,,3.0
Djibril Soumaré,The Draft,DMF,Senegal,22.0,71.0,The Destroyer,11250000,,,,,3.0
Esteban Pavez,The Draft,DMF,Chile,35.0,71.0,The Destroyer,2000000,,,,,3.0
Federico Navarro,The Draft,DMF,Argentina,25.0,71.0,The Destroyer,10500000,,,,,3.0
Ibrahim Sulemana,The Draft,DMF,Ghana,22.0,71.0,The Destroyer,11250000,,,,,3.0
Lucas Sasha,The Draft,DMF,Brazil,35.0,71.0,The Destroyer,2000000,,,,,3.0
Luis Felipe,The Draft,DMF,United States,29.0,71.0,The Destroyer,10500000,,,,,3.0
Mamadou Loum,The Draft,DMF,Senegal,29.0,71.0,The Destroyer,10500000,,,,,3.0
Martín Fernández,The Draft,DMF,Uruguay,24.0,71.0,The Destroyer,10750000,,,,,3.0
Ousmane Doumbia,The Draft,DMF,Côte d'Ivoire,33.0,71.0,The Destroyer,5500000,,,,,3.0
Pedro Ferreira,The Draft,DMF,Portugal,27.0,71.0,The Destroyer,10500000,,,,,3.0
Rafael Profini,The Draft,DMF,Argentina,22.0,71.0,The Destroyer,11250000,,,,,3.0
Rezende,The Draft,DMF,Brazil,30.0,71.0,The Destroyer,10000000,,,,,3.0
Rômulo,The Draft,DMF,Brazil,25.0,71.0,The Destroyer,10500000,,,,,3.0
Sam Field,The Draft,DMF,England,27.0,71.0,The Destroyer,10500000,,,,,3.0
Srđan Mijailović,The Draft,DMF,Serbia,32.0,71.0,The Destroyer,6500000,,,,,3.0
Teddy Akumu,The Draft,DMF,Kenya,33.0,71.0,The Destroyer,5500000,,,,,3.0
Xu Xin,The Draft,DMF,China PR,31.0,71.0,The Destroyer,8000000,,,,,3.0
Alexis Blin,The Draft,DMF,France,29.0,72.0,Anchor Man,13437500,,,,,3.0
Bartol Franjić,The Draft,DMF,Croatia,25.0,72.0,Anchor Man,13437500,,,,,3.0
Ben Sheaf,The Draft,DMF,England,27.0,72.0,Anchor Man,13437500,,,,,3.0
Benjamin Stambouli,The Draft,DMF,France,35.0,72.0,Anchor Man,2000000,,,,,3.0
Boris Enow,The Draft,DMF,Cameroon,25.0,72.0,Anchor Man,13437500,,,,,3.0
Brayan Rovira,The Draft,DMF,Colombia,29.0,72.0,Anchor Man,13437500,,,,,3.0
Charles Vanhoutte,The Draft,DMF,Belgium,27.0,72.0,Anchor Man,13437500,,,,,3.0
Claudio Sepúlveda,The Draft,DMF,Chile,33.0,72.0,Anchor Man,7187500,,,,,3.0
Dan Neil,The Draft,DMF,England,25.0,72.0,Anchor Man,13437500,,,,,3.0
Daniel Torres,The Draft,DMF,Colombia,36.0,72.0,Anchor Man,2000000,,,,,3.0
Danilo Barbosa,The Draft,DMF,Brazil,29.0,72.0,Anchor Man,13437500,,,,,3.0
David Ayala,The Draft,DMF,Argentina,23.0,72.0,Anchor Man,14062500,,,,,3.0
Didier Moreno,The Draft,DMF,Colombia,34.0,72.0,Anchor Man,4062500,,,,,3.0
Dimitrios Kourbelis,The Draft,DMF,Greece,32.0,72.0,Anchor Man,8437500,,,,,3.0
Esteban Rolón,The Draft,DMF,Argentina,30.0,72.0,Anchor Man,12812500,,,,,3.0
Facundo Quignon,The Draft,DMF,Argentina,32.0,72.0,Anchor Man,8437500,,,,,3.0
Fernando González,The Draft,DMF,Mexico,31.0,72.0,Anchor Man,10312500,,,,,3.0
Francis Mac Allister,The Draft,DMF,Argentina,30.0,72.0,Anchor Man,12812500,,,,,3.0
Gerónimo Poblete,The Draft,DMF,Argentina,32.0,72.0,Anchor Man,8437500,,,,,3.0
Hamdi Fathy,The Draft,DMF,Egypt,31.0,72.0,Anchor Man,10312500,,,,,3.0
Ibrahim Amadou,The Draft,DMF,France,32.0,72.0,Anchor Man,8437500,,,,,3.0
Iker Muñoz,The Draft,DMF,Spain,23.0,72.0,Anchor Man,14062500,,,,,3.0
Jorman Campuzano,The Draft,DMF,Colombia,29.0,72.0,Anchor Man,13437500,,,,,3.0
José Gragera,The Draft,DMF,Spain,25.0,72.0,Anchor Man,13437500,,,,,3.0
Ki Sung-Yueng,The Draft,DMF,Korea Republic,36.0,72.0,Anchor Man,2000000,,,,,3.0
Lorenzo Reyes,The Draft,DMF,Chile,34.0,72.0,Anchor Man,4062500,,,,,3.0
Marcelo Díaz,The Draft,DMF,Chile,39.0,72.0,Anchor Man,2000000,,,,,3.0
Marko Grujić,The Draft,DMF,Serbia,29.0,72.0,Anchor Man,13437500,,,,,3.0
Marwan Attia,The Draft,DMF,Egypt,27.0,72.0,Anchor Man,13437500,,,,,3.0
Matheus Jussa,The Draft,DMF,Brazil,29.0,72.0,Anchor Man,13437500,,,,,3.0
Matías Kranevitter,The Draft,DMF,Argentina,32.0,72.0,Anchor Man,8437500,,,,,3.0
Mirko Topić,The Draft,DMF,Serbia,24.0,72.0,Anchor Man,13750000,,,,,3.0
Nampalys Mendy,The Draft,DMF,Senegal,33.0,72.0,Anchor Man,7187500,,,,,3.0
Nemanja Radoja,The Draft,DMF,Serbia,32.0,72.0,Anchor Man,8437500,,,,,3.0
Pablo Monje,The Draft,DMF,Argentina,28.0,72.0,Anchor Man,13437500,,,,,3.0
Paul Akouokou,The Draft,DMF,Côte d'Ivoire,28.0,72.0,Anchor Man,13437500,,,,,3.0
Peer Koopmeiners,The Draft,DMF,Netherlands,25.0,72.0,Anchor Man,13437500,,,,,3.0
Ramón Terrats,The Draft,DMF,Spain,25.0,72.0,Anchor Man,13437500,,,,,3.0
Santiago Longo,The Draft,DMF,Argentina,27.0,72.0,Anchor Man,13437500,,,,,3.0
Stiven Vega,The Draft,DMF,Colombia,27.0,72.0,Anchor Man,13437500,,,,,3.0
Taras Stepanenko,The Draft,DMF,Ukraine,36.0,72.0,Anchor Man,2000000,,,,,3.0
Thom Haye,The Draft,DMF,Indonesia,30.0,72.0,Anchor Man,12812500,,,,,3.0
Yann Bodiger,The Draft,DMF,France,30.0,72.0,Anchor Man,12812500,,,,,3.0
Anselmo,The Draft,DMF,Brazil,36.0,72.0,Box-to-Box,2000000,,,,,3.0
Bruno Zuculini,The Draft,DMF,Argentina,32.0,72.0,Box-to-Box,8437500,,,,,3.0
Claudio Baeza,The Draft,DMF,Chile,32.0,72.0,Box-to-Box,8437500,,,,,3.0
David Ruíz,The Draft,DMF,Honduras,21.0,72.0,Box-to-Box,14687500,,,,,3.0
Diego Moreno,The Draft,DMF,Colombia,29.0,72.0,Box-to-Box,13437500,,,,,3.0
Ilija Vukotić,The Draft,DMF,Montenegro,26.0,72.0,Box-to-Box,13437500,,,,,3.0
Lucas Sanabria,The Draft,DMF,Uruguay,22.0,72.0,Box-to-Box,14375000,,,,,3.0
Mahmoud Jaber,The Draft,DMF,Israel,26.0,72.0,Box-to-Box,13437500,,,,,3.0
Tanner Tessmann,The Draft,DMF,United States,24.0,72.0,Box-to-Box,13750000,,,,,3.0
Yvan Neyou,The Draft,DMF,Cameroon,28.0,72.0,Box-to-Box,13437500,,,,,3.0
Birger Verstraete,The Draft,DMF,Belgium,31.0,72.0,Orchestrator,10312500,,,,,3.0
Daniel Giraldo,The Draft,DMF,Colombia,33.0,72.0,Orchestrator,7187500,,,,,3.0
Guillermo Acosta,The Draft,DMF,Argentina,37.0,72.0,Orchestrator,2000000,,,,,3.0
João Schmidt,The Draft,DMF,Brazil,32.0,72.0,Orchestrator,8437500,,,,,3.0
Johann Lepenant,The Draft,DMF,France,23.0,72.0,Orchestrator,14062500,,,,,3.0
Jonathan dos Santos,The Draft,DMF,Mexico,35.0,72.0,Orchestrator,2000000,,,,,3.0
Juan Sforza,The Draft,DMF,Argentina,23.0,72.0,Orchestrator,14062500,,,,,3.0
Martin Hongla,The Draft,DMF,Cameroon,27.0,72.0,Orchestrator,13437500,,,,,3.0
Alan Cervantes,The Draft,DMF,Mexico,27.0,72.0,The Destroyer,13437500,,,,,3.0
Alejandro Camargo,The Draft,DMF,Argentina,36.0,72.0,The Destroyer,2000000,,,,,3.0
Alhassan Yusuf,The Draft,DMF,Nigeria,25.0,72.0,The Destroyer,13437500,,,,,3.0
Cheikh Niasse,The Draft,DMF,Senegal,25.0,72.0,The Destroyer,13437500,,,,,3.0
Éder Balanta,The Draft,DMF,Colombia,32.0,72.0,The Destroyer,8437500,,,,,3.0
Georgi Kostadinov,The Draft,DMF,Bulgaria,35.0,72.0,The Destroyer,2000000,,,,,3.0
Hamza Choudhury,The Draft,DMF,Bangladesh,28.0,72.0,The Destroyer,13437500,,,,,3.0
Iddrisu Baba,The Draft,DMF,Ghana,29.0,72.0,The Destroyer,13437500,,,,,3.0
Isaac Hayden,The Draft,DMF,Jamaica,30.0,72.0,The Destroyer,12812500,,,,,3.0
Jesper Karlström,The Draft,DMF,Sweden,30.0,72.0,The Destroyer,12812500,,,,,3.0
Jordan Ferri,The Draft,DMF,France,33.0,72.0,The Destroyer,7187500,,,,,3.0
Keidi Bare,The Draft,DMF,Albania,28.0,72.0,The Destroyer,13437500,,,,,3.0
Luka Milivojević,The Draft,DMF,Serbia,34.0,72.0,The Destroyer,4062500,,,,,3.0
Marius Marin,The Draft,DMF,Romania,27.0,72.0,The Destroyer,13437500,,,,,3.0
Rodrigo Fernández,The Draft,DMF,Uruguay,29.0,72.0,The Destroyer,13437500,,,,,3.0
Samuel Piette,The Draft,DMF,Canada,31.0,72.0,The Destroyer,10312500,,,,,3.0
Thiago Santos,The Draft,DMF,Brazil,36.0,72.0,The Destroyer,2000000,,,,,3.0
Tomás Alarcón,The Draft,DMF,Chile,26.0,72.0,The Destroyer,13437500,,,,,3.0
Abdoulaye Touré,The Draft,DMF,Guinea,31.0,73.0,Anchor Man,12375000,,,,,3.0
Agustín Cardozo,The Draft,DMF,Argentina,28.0,73.0,Anchor Man,16125000,,,,,3.0
Amir Hadžiahmetović,The Draft,DMF,Bosnia and Herzegovina,28.0,73.0,Anchor Man,16125000,,,,,3.0
Baptiste Santamaria,The Draft,DMF,France,30.0,73.0,Anchor Man,15375000,,,,,3.0
Bartosz Slisz,The Draft,DMF,Poland,26.0,73.0,Anchor Man,16125000,,,,,3.0
Batista Mendy,The Draft,DMF,France,25.0,73.0,Anchor Man,16125000,,,,,3.0
Benjamin Whiteman,The Draft,DMF,England,29.0,73.0,Anchor Man,16125000,,,,,3.0
Daniel Boloca,The Draft,DMF,Romania,27.0,73.0,Anchor Man,16125000,,,,,3.0
Emiliano Martínez,The Draft,DMF,Uruguay,26.0,73.0,Anchor Man,16125000,,,,,3.0
Federico Fattori,The Draft,DMF,Argentina,33.0,73.0,Anchor Man,8625000,,,,,3.0
Glen Kamara,The Draft,DMF,Finland,30.0,73.0,Anchor Man,15375000,,,,,3.0
Guilherme Torres,The Draft,DMF,Brazil,34.0,73.0,Anchor Man,4875000,,,,,3.0
Ilia Gruev,The Draft,DMF,Bulgaria,25.0,73.0,Anchor Man,16125000,,,,,3.0
José Martínez,The Draft,DMF,Venezuela,31.0,73.0,Anchor Man,12375000,,,,,3.0
Keaton Parks,The Draft,DMF,United States,28.0,73.0,Anchor Man,16125000,,,,,3.0
Kevin Gutiérrez,The Draft,DMF,Argentina,28.0,73.0,Anchor Man,16125000,,,,,3.0
Kristijan Jakić,The Draft,DMF,Croatia,28.0,73.0,Anchor Man,16125000,,,,,3.0
Luiz Gustavo,The Draft,DMF,Brazil,38.0,73.0,Anchor Man,2000000,,,,,3.0
Mauricio Martínez,The Draft,DMF,Argentina,32.0,73.0,Anchor Man,10125000,,,,,3.0
Mikel Vesga,The Draft,DMF,Spain,32.0,73.0,Anchor Man,10125000,,,,,3.0
Okay Yokuşlu,The Draft,DMF,Türkiye,31.0,73.0,Anchor Man,12375000,,,,,3.0
Omar Mascarell,The Draft,DMF,Equatorial Guinea,32.0,73.0,Anchor Man,10125000,,,,,3.0
Pedro Aquino,The Draft,DMF,Peru,30.0,73.0,Anchor Man,15375000,,,,,3.0
Raúl Loaiza,The Draft,DMF,Colombia,31.0,73.0,Anchor Man,12375000,,,,,3.0
Rodrigo Saravia,The Draft,DMF,Uruguay,25.0,73.0,Anchor Man,16125000,,,,,3.0
Sam Morsy,The Draft,DMF,Egypt,34.0,73.0,Anchor Man,4875000,,,,,3.0
